SITE_ID,DATEON,DATEOFF,variable_SO2,variable_SO4,variable_HNO3,variable_NO3,variable_TNO3,variable_NH4,variable_CA,variable_K,variable_MG,variable_Sodium,days_on_to_off,valid_on_off,days_to_next,valid_interval,imputation_data
MCK131,2014-08-19,2014-08-26,0.861,3.863,1.084,0.371,1.438,1.015,0.281,0.114,0.058,0.188,7,True,7.0,True,False
MCK131,2014-08-26,2014-09-02,0.687,3.201,0.905,0.41,1.3,0.987,0.289,0.106,0.057,0.18,7,True,7.0,True,False
MCK131,2014-09-02,2014-09-09,0.614,2.39,0.854,0.255,1.096,0.793,0.14,0.082,0.026,0.07,7,True,7.0,True,False
MCK131,2014-09-09,2014-09-16,0.534,2.431,0.842,0.282,1.111,0.901,0.151,0.062,0.02,0.017,7,True,7.0,True,False
MCK131,2014-09-16,2014-09-23,0.92,2.832,1.083,0.424,1.49,1.054,0.247,0.058,0.035,0.052,7,True,7.0,True,False
MCK131,2014-09-23,2014-09-30,1.077,1.567,1.09,0.447,1.52,0.626,0.374,0.05,0.038,0.026,7,True,7.0,True,False
MCK131,2014-09-30,2014-10-07,1.265,2.634,0.92,0.529,1.434,0.912,0.389,0.066,0.052,0.022,7,True,7.0,True,False
MCK131,2014-10-07,2014-10-14,0.818,1.63,0.795,0.501,1.284,0.546,0.289,0.085,0.038,0.043,7,True,7.0,True,False
MCK131,2014-10-14,2014-10-21,1.169,1.236,0.48,0.437,0.909,0.48,0.262,0.055,0.036,0.014,7,True,7.0,True,False
MCK131,2014-10-21,2014-10-28,1.96,2.657,1.352,0.626,1.956,1.006,0.394,0.074,0.047,0.031,7,True,7.0,True,False
MCK131,2014-10-28,2014-11-04,1.402,1.452,0.784,0.69,1.462,0.597,0.309,0.057,0.039,0.035,7,True,7.0,True,False
MCK131,2014-11-04,2014-11-11,1.365,1.679,0.882,0.479,1.348,0.677,0.239,0.058,0.031,0.03,7,True,7.0,True,False
MCK131,2014-11-11,2014-11-18,1.405,3.222,0.344,2.558,2.897,1.559,0.406,0.053,0.056,0.063,7,True,7.0,True,False
MCK131,2014-11-18,2014-11-25,2.542,1.504,0.868,1.34,2.194,0.601,0.458,0.065,0.043,0.129,7,True,7.0,True,False
MCK131,2014-11-25,2014-12-02,1.771,2.075,1.191,1.267,2.439,0.973,0.091,0.049,0.028,0.162,7,True,7.0,True,False
MCK131,2014-12-02,2014-12-09,1.531,2.951,0.706,1.802,2.497,1.533,0.103,0.053,0.017,0.05,7,True,7.0,True,False
MCK131,2014-12-09,2014-12-16,2.735,4.263,1.75,1.492,3.214,1.851,0.174,0.047,0.022,0.038,7,True,7.0,True,False
MCK131,2014-12-16,2014-12-23,2.52,3.383,0.75,3.239,3.977,1.942,0.202,0.059,0.035,0.126,7,True,7.0,True,False
MCK131,2014-12-23,2014-12-30,0.823,1.289,0.412,1.201,1.607,0.815,0.05,0.036,0.009,0.026,7,True,7.0,True,False
MCK131,2014-12-30,2015-01-06,2.409,1.505,0.845,1.717,2.549,0.924,0.156,0.059,0.024,0.035,7,True,7.0,True,False
MCK131,2015-01-06,2015-01-13,3.413,1.619,0.604,2.198,2.792,0.908,0.429,0.08,0.052,0.255,7,True,7.0,True,False
MCK131,2015-01-13,2015-01-20,2.753,2.069,1.36,1.733,3.071,1.153,0.226,0.06,0.019,0.064,7,True,7.0,True,False
MCK131,2015-01-20,2015-01-27,2.912,2.212,0.625,3.221,3.836,1.597,0.231,0.054,0.019,0.059,7,True,7.0,True,False
MCK131,2015-01-27,2015-02-03,2.584,1.595,1.084,1.813,2.88,0.976,0.133,0.048,0.02,0.139,7,True,7.0,True,False
MCK131,2015-02-03,2015-02-10,2.023,2.32,1.129,2.004,3.115,1.286,0.145,0.061,0.02,0.132,7,True,7.0,True,False
MCK131,2015-02-10,2015-02-17,3.689,2.455,0.614,2.71,3.314,1.417,0.324,0.064,0.073,0.276,7,True,7.0,True,False
MCK131,2015-02-17,2015-02-24,3.756,2.725,0.903,2.33,3.218,1.248,0.321,0.061,0.059,0.251,7,True,7.0,True,False
MCK131,2015-02-24,2015-03-03,4.472,3.064,1.3,3.769,5.048,1.798,0.336,0.065,0.049,0.21,7,True,7.0,True,False
MCK131,2015-03-03,2015-03-10,2.025,1.597,1.334,1.506,2.819,0.853,0.163,0.063,0.032,0.141,7,True,7.0,True,False
MCK131,2015-03-10,2015-03-17,1.971,1.625,1.998,0.461,2.427,0.661,0.158,0.05,0.021,0.04,7,True,7.0,True,False
MCK131,2015-03-17,2015-03-24,2.976,2.621,1.392,1.063,2.433,1.068,0.425,0.072,0.058,0.068,7,True,7.0,True,False
MCK131,2015-03-24,2015-03-31,1.801,1.73,1.194,0.968,2.143,0.777,0.286,0.06,0.042,0.057,7,True,7.0,True,False
MCK131,2015-03-31,2015-04-07,0.8,1.004,0.88,0.368,1.234,0.373,0.222,0.048,0.039,0.087,7,True,7.0,True,False
MCK131,2015-04-07,2015-04-14,0.603,1.171,0.76,0.36,1.108,0.393,0.131,0.052,0.037,0.144,7,True,7.0,True,False
MCK131,2015-04-14,2015-04-21,1.189,1.618,0.976,0.28,1.24,0.616,0.134,0.07,0.024,0.024,7,True,7.0,True,False
MCK131,2015-04-21,2015-04-28,1.54,1.261,1.146,0.468,1.595,0.514,0.312,0.052,0.045,0.022,7,True,7.0,True,False
MCK131,2015-04-28,2015-05-05,1.411,2.232,1.878,0.489,2.337,0.914,0.4,0.055,0.063,0.024,7,True,7.0,True,False
MCK131,2015-05-05,2015-05-12,0.704,2.493,1.517,0.483,1.977,1.004,0.355,0.09,0.056,0.164,7,True,7.0,True,False
MCK131,2015-05-12,2015-05-19,0.685,1.495,0.839,0.479,1.304,0.502,0.224,0.08,0.045,0.122,7,True,7.0,True,False
MCK131,2015-05-19,2015-05-26,0.978,1.726,1.795,0.708,2.474,0.637,0.335,0.066,0.067,0.159,7,True,7.0,True,False
MCK131,2015-05-26,2015-06-02,0.359,1.484,0.488,0.493,0.973,0.559,0.067,0.076,0.029,0.143,7,True,7.0,True,False
MCK131,2015-06-02,2015-06-09,0.418,4.087,1.836,0.363,2.17,1.529,0.247,0.07,0.034,0.022,7,True,7.0,True,False
MCK131,2015-06-09,2015-06-16,0.387,2.316,1.196,0.629,1.805,0.819,0.297,0.102,0.065,0.241,7,True,7.0,True,False
MCK131,2015-06-16,2015-06-23,0.47,1.759,0.592,0.53,1.113,0.521,0.225,0.103,0.054,0.189,7,True,7.0,True,False
MCK131,2015-06-23,2015-06-30,0.518,1.731,0.764,0.393,1.145,0.596,0.238,0.088,0.047,0.062,7,True,7.0,True,False
MCK131,2015-06-30,2015-07-07,0.445,2.595,1.067,0.137,1.187,0.858,0.124,0.248,0.033,0.029,7,True,7.0,True,False
MCK131,2015-07-07,2015-07-14,0.593,2.127,0.632,0.536,1.157,0.497,0.236,0.119,0.07,0.229,7,True,7.0,True,False
MCK131,2015-07-14,2015-07-21,0.67,3.014,0.825,0.375,1.187,1.042,0.198,0.089,0.035,0.115,7,True,7.0,True,False
MCK131,2015-07-21,2015-07-28,0.931,2.814,1.291,0.358,1.628,1.047,0.281,0.077,0.04,0.022,7,True,7.0,True,False
MCK131,2015-07-28,2015-08-04,1.212,1.988,1.129,0.389,1.5,0.738,0.5,0.079,0.084,0.028,7,True,7.0,True,False
MCK131,2015-08-04,2015-08-11,0.619,3.091,0.96,0.232,1.177,1.131,0.153,0.14,0.029,0.02,7,True,7.0,True,False
MCK131,2015-08-11,2015-08-18,0.655,1.664,1.219,0.138,1.337,0.591,0.201,0.061,0.028,0.021,7,True,7.0,True,False
MCK131,2015-08-18,2015-08-25,0.4,1.397,0.821,0.294,1.102,0.529,0.259,0.068,0.032,0.029,7,True,7.0,True,False
MCK131,2015-08-25,2015-09-01,0.618,1.955,0.934,0.447,1.366,0.722,0.36,0.065,0.052,0.049,7,True,7.0,True,False
MCK131,2015-09-01,2015-09-08,1.153,4.603,1.611,0.384,1.969,1.612,0.351,0.098,0.044,0.052,7,True,7.0,True,False
MCK131,2015-09-08,2015-09-15,0.901,1.397,0.931,0.196,1.111,0.495,0.122,0.066,0.028,0.073,7,True,7.0,True,False
MCK131,2015-09-15,2015-09-22,0.983,1.163,0.854,0.333,1.173,0.456,0.193,0.055,0.026,0.046,7,True,7.0,True,False
MCK131,2015-09-22,2015-09-29,0.631,1.175,0.796,0.254,1.037,0.396,0.197,0.046,0.02,0.039,7,True,7.0,True,False
MCK131,2015-09-29,2015-10-06,0.632,1.336,0.616,0.273,0.878,0.484,0.107,0.048,0.02,0.037,7,True,7.0,True,False
MCK131,2015-10-06,2015-10-13,1.103,1.668,1.099,0.643,1.725,0.578,0.271,0.071,0.045,0.079,7,True,7.0,True,False
MCK131,2015-10-13,2015-10-20,1.533,0.805,0.889,0.957,1.832,0.329,1.286,0.09,0.147,0.031,7,True,7.0,True,False
MCK131,2015-10-20,2015-10-27,0.736,1.15,0.575,1.003,1.57,0.455,0.249,0.07,0.058,0.289,7,True,7.0,True,False
MCK131,2015-10-27,2015-11-03,0.65,0.99,0.763,0.349,1.1,0.363,0.136,0.044,0.013,0.012,7,True,7.0,True,False
MCK131,2015-11-03,2015-11-10,0.595,1.043,0.86,0.818,1.664,0.538,0.154,0.059,0.021,0.027,7,True,7.0,True,False
MCK131,2015-11-10,2015-11-17,1.493,1.043,1.059,0.584,1.626,0.409,0.39,0.061,0.035,0.075,7,True,7.0,True,False
MCK131,2015-11-17,2015-11-24,1.217,0.601,0.776,0.642,1.405,0.312,0.173,0.044,0.02,0.062,7,True,7.0,True,False
MCK131,2015-11-24,2015-12-01,0.439,0.685,0.433,0.665,1.091,0.26,0.112,0.0578,0.047,0.323,7,True,7.0,True,True
MCK131,2015-12-01,2015-12-08,1.272,1.415,1.358,2.25,3.587,1.085,0.144,0.058,0.021,0.069,7,True,7.0,True,False
MCK131,2015-12-08,2015-12-15,0.47,2.264,1.125,0.716,1.823,0.799,0.163,0.066,0.031,0.18,7,True,7.0,True,False
MCK131,2015-12-15,2015-12-22,0.652,0.842,0.741,0.456,1.185,0.344,0.166,0.038,0.018,0.043,7,True,7.0,True,False
MCK131,2015-12-22,2015-12-29,0.228,0.853,0.36,0.404,0.758,0.271,0.067,0.046,0.025,0.165,7,True,7.0,True,False
MCK131,2015-12-29,2016-01-05,1.215,1.75,0.731,1.481,2.201,1.048,0.129,0.045,0.019,0.032,7,True,7.0,True,False
MCK131,2016-01-05,2016-01-12,1.199,0.787,0.845,0.955,1.787,0.429,0.131,0.043,0.022,0.091,7,True,7.0,True,False
MCK131,2016-01-12,2016-01-19,1.874,1.736,0.737,2.607,3.332,1.29,0.239,0.046,0.025,0.057,7,True,7.0,True,False
MCK131,2016-01-19,2016-01-26,2.125,2.076,1.309,1.939,3.227,1.158,0.117,0.058,0.019,0.139,7,True,7.0,True,False
MCK131,2016-01-26,2016-02-02,1.031,1.546,1.21,1.257,2.448,0.773,0.156,0.046,0.023,0.131,7,True,7.0,True,False
MCK131,2016-02-02,2016-02-09,1.262,1.126,0.708,1.014,1.71,0.623,0.185,0.042,0.021,0.059,7,True,7.0,True,False
MCK131,2016-02-09,2016-02-16,1.104,1.233,0.457,2.43,2.88,0.905,0.334,0.054,0.049,0.212,7,True,7.0,True,False
MCK131,2016-02-16,2016-02-23,1.327,2.246,1.516,1.853,3.345,1.174,0.171,0.064,0.036,0.219,7,True,7.0,True,False
MCK131,2016-02-23,2016-03-01,1.168,1.307,0.994,0.553,1.531,0.553,0.258,0.037,0.024,0.039,7,True,7.0,True,False
MCK131,2016-03-01,2016-03-08,0.772,2.01,1.401,1.255,2.634,1.009,0.14,0.042,0.015,0.036,7,True,7.0,True,False
MCK131,2016-03-08,2016-03-15,0.43,1.461,0.583,1.393,1.967,0.435,0.174,0.084,0.076,0.524,7,True,7.0,True,False
MCK131,2016-03-15,2016-03-22,1.114,1.036,0.642,0.869,1.501,0.526,0.342,0.042,0.039,0.051,7,True,7.0,True,False
MCK131,2016-03-22,2016-03-29,0.716,1.452,0.837,0.863,1.686,0.599,0.197,0.061,0.032,0.121,7,True,7.0,True,False
MCK131,2016-03-29,2016-04-05,0.901,1.153,0.703,0.433,1.125,0.479,0.258,0.043,0.034,0.048,7,True,7.0,True,False
MCK131,2016-04-05,2016-04-12,0.671,1.094,0.872,0.542,1.401,0.434,0.237,0.048,0.031,0.071,7,True,7.0,True,False
MCK131,2016-04-12,2016-04-19,1.309,1.284,1.869,0.335,2.175,0.523,0.377,0.069,0.047,0.063,7,True,7.0,True,False
MCK131,2016-04-19,2016-04-26,0.595,1.631,1.524,0.391,1.89,0.652,0.329,0.084,0.047,0.074,7,True,7.0,True,False
MCK131,2016-04-26,2016-05-03,0.33,1.395,0.633,0.411,1.034,0.516,0.138,0.084,0.025,0.053,7,True,7.0,True,False
MCK131,2016-05-03,2016-05-10,0.639,1.319,1.181,0.378,1.54,0.504,0.28,0.083,0.041,0.016,7,True,7.0,True,False
MCK131,2016-05-10,2016-05-17,0.308,1.223,0.497,0.376,0.865,0.487,0.158,0.074,0.027,0.056,7,True,7.0,True,False
MCK131,2016-05-17,2016-05-24,2.1017,2.9718,1.3639,0.5005,1.8426,1.0874,0.2504,0.0798,0.0441,0.1012,7,True,7.0,True,True
MCK131,2016-05-24,2016-05-31,0.492,1.466,0.763,0.519,1.27,0.637,0.144,0.09,0.037,0.147,7,True,7.0,True,False
MCK131,2016-05-31,2016-06-07,0.412,1.472,0.922,0.26,1.167,0.6,0.182,0.074,0.027,0.032,7,True,7.0,True,False
MCK131,2016-06-07,2016-06-14,0.697,1.042,1.298,0.353,1.63,0.458,0.529,0.081,0.067,0.023,7,True,7.0,True,False
MCK131,2016-06-14,2016-06-21,0.6,1.514,1.25,0.574,1.804,0.579,0.319,0.085,0.049,0.17,7,True,7.0,True,False
MCK131,2016-06-21,2016-06-28,0.676,2.182,1.455,0.508,1.94,0.822,0.268,0.082,0.045,0.093,7,True,7.0,True,False
MCK131,2016-06-28,2016-07-05,0.562,1.321,1.247,0.399,1.627,0.485,0.252,0.097,0.053,0.02,7,True,7.0,True,False
MCK131,2016-07-05,2016-07-12,0.335,1.457,0.766,0.337,1.091,0.491,0.164,0.101,0.036,0.088,7,True,7.0,True,False
MCK131,2016-07-12,2016-07-19,0.388,1.524,0.774,0.448,1.209,0.507,0.22,0.093,0.047,0.123,7,True,7.0,True,False
MCK131,2016-07-19,2016-07-26,0.465,2.364,1.179,0.218,1.378,0.857,0.184,0.076,0.032,0.05,7,True,7.0,True,False
MCK131,2016-07-26,2016-08-02,0.434,1.692,0.725,0.232,0.946,0.619,0.118,0.072,0.016,0.02,7,True,7.0,True,False
MCK131,2016-08-02,2016-08-09,0.692,3.445,1.343,0.197,1.519,1.221,0.172,0.086,0.029,0.023,7,True,7.0,True,False
MCK131,2016-08-09,2016-08-16,0.195,0.877,0.413,0.289,0.695,0.322,0.11,0.058,0.027,0.139,7,True,7.0,True,False
MCK131,2016-08-16,2016-08-23,0.386,1.209,0.682,0.173,0.844,0.434,0.07,0.072,0.016,0.04,7,True,7.0,True,False
MCK131,2016-08-23,2016-08-30,0.507,2.236,0.944,0.288,1.216,0.783,0.195,0.091,0.033,0.096,7,True,7.0,True,False
MCK131,2016-08-30,2016-09-06,0.479,1.693,1.071,0.215,1.269,0.676,0.235,0.068,0.029,0.02,7,True,7.0,True,False
MCK131,2016-09-06,2016-09-13,0.418,1.212,0.847,0.266,1.099,0.481,0.235,0.1,0.033,0.067,7,True,7.0,True,False
MCK131,2016-09-13,2016-09-20,0.665,2.119,1.181,0.329,1.491,0.737,0.256,0.108,0.034,0.038,7,True,7.0,True,False
MCK131,2016-09-20,2016-09-27,0.669,2.294,1.37,0.478,1.826,0.91,0.319,0.08,0.038,0.02,7,True,7.0,True,False
MCK131,2016-09-27,2016-10-04,0.555,1.608,0.835,0.664,1.486,0.623,0.265,0.069,0.028,0.019,7,True,7.0,True,False
MCK131,2016-10-04,2016-10-11,0.819,1.279,0.827,0.533,1.346,0.535,0.385,0.079,0.058,0.043,7,True,7.0,True,False
MCK131,2016-10-11,2016-10-18,0.586,1.179,0.827,0.466,1.28,0.387,0.264,0.078,0.049,0.208,7,True,7.0,True,False
MCK131,2016-10-18,2016-10-25,0.861,1.085,0.747,0.81,1.545,0.43,0.351,0.078,0.058,0.147,7,True,7.0,True,False
MCK131,2016-10-25,2016-11-01,0.907,1.831,1.297,0.811,2.087,0.656,0.413,0.079,0.053,0.16,7,True,7.0,True,False
MCK131,2016-11-01,2016-11-08,1.151,1.543,2.107,0.711,2.784,0.548,0.291,0.076,0.044,0.145,7,True,7.0,True,False
MCK131,2016-11-08,2016-11-15,1.402,1.11,1.261,0.975,2.216,0.634,0.335,0.072,0.044,0.026,7,True,7.0,True,False
MCK131,2016-11-15,2016-11-22,1.407,1.088,1.19,1.204,2.375,0.572,0.662,0.072,0.069,0.033,7,True,7.0,True,False
MCK131,2016-11-22,2016-11-29,0.641,1.74,0.966,1.882,2.833,1.127,0.158,0.053,0.021,0.055,7,True,7.0,True,False
MCK131,2016-11-29,2016-12-06,0.979,1.372,0.411,1.538,1.942,0.767,0.288,0.052,0.021,0.036,7,True,7.0,True,False
MCK131,2016-12-06,2016-12-13,1.142,1.628,0.688,2.079,2.756,1.048,0.291,0.05,0.032,0.044,7,True,7.0,True,False
MCK131,2016-12-13,2016-12-20,1.229,1.449,0.917,2.233,3.135,0.94,0.266,0.056,0.033,0.106,7,True,7.0,True,False
MCK131,2016-12-20,2016-12-27,0.67,1.573,1.198,0.967,2.146,0.754,0.096,0.066,0.016,0.084,7,True,7.0,True,False
MCK131,2016-12-27,2017-01-03,0.774,0.541,0.543,0.473,1.008,0.274,0.09,0.038,0.01,0.026,7,True,7.0,True,False
MCK131,2017-01-03,2017-01-10,1.744,1.11,0.688,2.471,3.148,0.866,0.228,0.045,0.04,0.234,7,True,7.0,True,False
MCK131,2017-01-10,2017-01-17,0.42,1.243,0.412,1.407,1.812,0.693,0.063,0.058,0.031,0.237,7,True,7.0,True,False
MCK131,2017-01-17,2017-01-24,0.691,1.513,0.663,0.849,1.501,0.77,0.067,0.045,0.014,0.059,7,True,7.0,True,False
MCK131,2017-01-24,2017-01-31,1.359,1.66,0.676,1.097,1.762,0.801,0.207,0.039,0.024,0.06,7,True,7.0,True,False
MCK131,2017-01-31,2017-02-07,0.979,1.063,0.953,1.329,2.267,0.55,0.347,0.055,0.043,0.072,7,True,7.0,True,False
MCK131,2017-02-07,2017-02-14,0.988,1.51,1.02,1.066,2.069,0.569,0.215,0.055,0.047,0.236,7,True,7.0,True,False
MCK131,2017-02-14,2017-02-21,1.537,1.124,1.633,0.677,2.284,0.495,0.357,0.081,0.029,0.037,7,True,7.0,True,False
MCK131,2017-02-21,2017-02-28,0.773,1.173,0.545,0.839,1.375,0.488,0.143,0.104,0.045,0.28,7,True,7.0,True,False
MCK131,2017-02-28,2017-03-07,0.775,1.249,1.071,0.699,1.753,0.482,0.24,0.062,0.043,0.197,7,True,7.0,True,False
MCK131,2017-03-07,2017-03-14,1.101,0.776,0.847,1.248,2.082,0.502,0.301,0.064,0.05,0.048,7,True,7.0,True,False
MCK131,2017-03-14,2017-03-21,1.12,1.609,1.078,1.174,2.235,0.778,0.202,0.051,0.025,0.078,7,True,7.0,True,False
MCK131,2017-03-21,2017-03-28,0.873,1.362,0.937,1.086,2.008,0.485,0.243,0.071,0.064,0.364,7,True,7.0,True,False
MCK131,2017-03-28,2017-04-04,0.877,1.87,1.445,0.319,1.741,0.725,0.105,0.047,0.017,0.06,7,True,7.0,True,False
MCK131,2017-04-04,2017-04-11,0.981,0.846,0.842,0.197,1.026,0.317,0.197,0.047,0.028,0.045,7,True,7.0,True,False
MCK131,2017-04-11,2017-04-18,0.792,1.405,1.284,0.617,1.881,0.538,0.255,0.102,0.053,0.166,7,True,7.0,True,False
MCK131,2017-04-18,2017-04-25,0.582,1.2,0.524,0.833,1.348,0.46,0.169,0.09,0.043,0.18,7,True,7.0,True,False
MCK131,2017-04-25,2017-05-02,0.486,1.794,0.63,0.508,1.128,0.608,0.149,0.101,0.042,0.217,7,True,7.0,True,False
MCK131,2017-05-02,2017-05-09,0.62,0.751,0.577,0.273,0.841,0.309,0.167,0.046,0.027,0.013,7,True,7.0,True,False
MCK131,2017-05-09,2017-05-16,0.842,2.406,1.908,0.462,2.34,0.886,0.348,0.099,0.065,0.065,7,True,7.0,True,False
MCK131,2017-05-16,2017-05-23,0.393,1.115,0.62,0.485,1.095,0.411,0.195,0.079,0.043,0.197,7,True,7.0,True,False
MCK131,2017-05-23,2017-05-30,0.253,1.731,0.848,0.266,1.1,0.634,0.141,0.076,0.022,0.046,7,True,7.0,True,False
MCK131,2017-05-30,2017-06-06,0.487,1.139,1.071,0.451,1.505,0.35,0.596,0.064,0.085,0.014,7,True,7.0,True,False
MCK131,2017-06-06,2017-06-13,0.415,1.257,1.037,0.327,1.348,0.516,0.239,0.057,0.039,0.062,7,True,7.0,True,False
MCK131,2017-06-13,2017-06-20,0.251,1.671,1.073,0.262,1.317,0.632,0.152,0.083,0.027,0.079,7,True,7.0,True,False
MCK131,2017-06-20,2017-06-27,0.473,1.098,0.727,0.291,1.007,0.366,0.34,0.068,0.048,0.076,7,True,7.0,True,False
MCK131,2017-06-27,2017-07-04,0.295,1.373,0.947,0.236,1.168,0.51,0.22,0.083,0.032,0.022,7,True,7.0,True,False
MCK131,2017-07-04,2017-07-11,0.309,1.535,0.899,0.32,1.204,0.551,0.245,0.16,0.057,0.021,7,True,7.0,True,False
MCK131,2017-07-11,2017-07-18,0.36,1.474,1.035,0.189,1.208,0.565,0.218,0.068,0.035,0.034,7,True,7.0,True,False
MCK131,2017-07-18,2017-07-25,0.761,3.108,1.403,0.453,1.833,1.118,0.42,0.098,0.058,0.027,7,True,7.0,True,False
MCK131,2017-07-25,2017-08-01,0.534,1.706,0.805,0.292,1.085,0.607,0.253,0.087,0.042,0.048,7,True,7.0,True,False
MCK131,2017-08-01,2017-08-08,0.334,0.892,0.541,0.191,0.723,0.342,0.173,0.069,0.021,0.015,7,True,7.0,True,False
MCK131,2017-08-08,2017-08-15,0.45,1.626,0.968,0.188,1.141,0.651,0.183,0.069,0.028,0.014,7,True,7.0,True,False
MCK131,2017-08-15,2017-08-22,0.622,2.428,0.977,0.396,1.358,0.886,0.296,0.095,0.039,0.082,7,True,7.0,True,False
MCK131,2017-08-22,2017-08-29,0.512,1.471,0.88,0.304,1.17,0.571,0.257,0.082,0.052,0.028,7,True,7.0,True,False
MCK131,2017-08-29,2017-09-05,0.356,1.556,0.809,0.217,1.013,0.576,0.199,0.075,0.027,0.021,7,True,7.0,True,False
MCK131,2017-09-05,2017-09-12,0.59,1.201,0.708,0.553,1.25,0.427,0.633,0.073,0.084,0.021,7,True,7.0,True,False
MCK131,2017-09-12,2017-09-19,0.294,1.835,0.73,0.351,1.069,0.749,0.167,0.078,0.023,0.025,7,True,7.0,True,False
MCK131,2017-09-19,2017-09-26,0.539,2.959,1.378,0.257,1.613,1.029,0.274,0.106,0.033,0.048,7,True,7.0,True,False
MCK131,2017-09-26,2017-10-03,0.768,1.255,0.985,0.484,1.453,0.489,0.462,0.075,0.075,0.034,7,True,7.0,True,False
MCK131,2017-10-03,2017-10-10,0.33,0.756,0.537,0.805,1.333,0.224,0.208,0.072,0.063,0.345,7,True,7.0,True,False
MCK131,2017-10-10,2017-10-17,0.396,1.79,0.99,0.28,1.254,0.636,0.109,0.066,0.023,0.069,7,True,7.0,True,False
MCK131,2017-10-17,2017-10-24,0.445,0.729,1.067,0.407,1.457,0.292,0.257,0.073,0.034,0.095,7,True,7.0,True,False
MCK131,2017-10-24,2017-10-31,0.676,1.065,0.555,1.038,1.585,0.449,0.711,0.076,0.083,0.034,7,True,7.0,True,False
MCK131,2017-10-31,2017-11-07,0.572,2.169,0.894,0.955,1.835,0.671,0.399,0.084,0.054,0.187,7,True,7.0,True,False
MCK131,2017-11-07,2017-11-14,0.956,1.815,1.085,2.183,3.251,1.089,0.289,0.076,0.047,0.077,7,True,7.0,True,False
MCK131,2017-11-14,2017-11-21,0.645,2.293,1.393,1.354,2.724,1.165,0.164,0.069,0.024,0.029,7,True,7.0,True,False
MCK131,2017-11-21,2017-11-28,1.177,0.988,1.723,1.061,2.757,0.571,0.346,0.078,0.052,0.032,7,True,7.0,True,False
MCK131,2017-11-28,2017-12-05,1.451,1.181,2.495,1.958,4.414,0.665,0.563,0.12,0.058,0.053,7,True,7.0,True,False
MCK131,2017-12-05,2017-12-12,1.029,1.017,0.474,1.991,2.457,0.642,0.708,0.073,0.055,0.026,7,True,7.0,True,False
MCK131,2017-12-12,2017-12-19,0.768,1.225,0.505,2.904,3.401,0.993,0.433,0.065,0.04,0.038,7,True,7.0,True,False
MCK131,2017-12-19,2017-12-26,0.775,1.391,0.485,1.794,2.272,0.977,0.117,0.047,0.016,0.047,7,True,7.0,True,False
MCK131,2017-12-26,2018-01-02,1.97,1.183,0.586,4.053,4.63,1.475,0.21,0.069,0.029,0.248,7,True,7.0,True,False
MCK131,2018-01-02,2018-01-09,1.161,0.795,0.601,3.074,3.666,0.829,0.385,0.063,0.041,0.192,7,True,7.0,True,False
MCK131,2018-01-09,2018-01-16,0.665,0.696,0.465,1.087,1.545,0.531,0.058,0.041,0.013,0.118,7,True,7.0,True,False
MCK131,2018-01-16,2018-01-23,1.481,1.297,1.331,1.912,3.222,0.814,0.185,0.072,0.026,0.174,7,True,7.0,True,False
MCK131,2018-01-23,2018-01-30,0.723,1.224,0.813,1.439,2.239,0.712,0.135,0.047,0.026,0.145,7,True,7.0,True,False
MCK131,2018-01-30,2018-02-06,0.639,0.759,0.66,1.209,1.858,0.497,0.252,0.046,0.047,0.075,7,True,7.0,True,False
MCK131,2018-02-06,2018-02-13,0.726,1.36,0.888,2.722,3.596,1.194,0.135,0.049,0.018,0.076,7,True,7.0,True,False
MCK131,2018-02-13,2018-02-20,0.271,1.402,0.893,0.844,1.723,0.527,0.1,0.063,0.034,0.223,7,True,7.0,True,False
MCK131,2018-02-20,2018-02-27,0.471,0.79,0.689,0.62,1.298,0.259,0.073,0.269,0.027,0.186,7,True,7.0,True,False
MCK131,2018-02-27,2018-03-06,0.748,0.724,0.757,0.417,1.163,0.326,0.141,0.136,0.02,0.041,7,True,7.0,True,False
MCK131,2018-03-06,2018-03-13,0.898,1.42,0.42,2.655,3.068,1.148,0.258,0.048,0.028,0.046,7,True,7.0,True,False
MCK131,2018-03-13,2018-03-20,1.346,1.503,1.255,1.693,2.928,0.719,0.462,0.078,0.047,0.093,7,True,7.0,True,False
MCK131,2018-03-20,2018-03-27,0.961,1.084,1.135,1.381,2.497,0.591,0.265,0.055,0.051,0.11,7,True,7.0,True,False
MCK131,2018-03-27,2018-04-03,0.383,1.02,0.466,0.917,1.376,0.533,0.094,0.046,0.027,0.123,7,True,7.0,True,False
MCK131,2018-04-03,2018-04-10,0.634,1.544,0.934,1.256,2.175,0.789,0.201,0.051,0.04,0.083,7,True,7.0,True,False
MCK131,2018-04-10,2018-04-17,0.45,1.198,1.059,0.663,1.705,0.508,0.281,0.058,0.043,0.094,7,True,7.0,True,False
MCK131,2018-04-17,2018-04-24,0.714,0.912,1.063,0.529,1.576,0.311,0.369,0.061,0.049,0.067,7,True,7.0,True,False
MCK131,2018-04-24,2018-05-01,0.719,0.943,1.281,0.32,1.581,0.401,0.371,0.05,0.055,0.025,7,True,7.0,True,False
MCK131,2018-05-01,2018-05-08,0.412,1.732,0.829,1.086,1.902,0.598,0.305,0.109,0.073,0.267,7,True,7.0,True,False
MCK131,2018-05-08,2018-05-15,0.572,1.886,1.317,0.567,1.863,0.798,0.367,0.104,0.059,0.134,7,True,7.0,True,False
